datetime_utc,health_factor
2025-09-25 11:00:00+00:00,0.8411233553592433
2025-09-25 12:00:00+00:00,0.8385563391856306
2025-09-25 13:00:00+00:00,0.8380662780273538
2025-09-25 14:00:00+00:00,0.8350289558031306
2025-09-25 15:00:00+00:00,0.8388630382036233
2025-09-25 16:00:00+00:00,0.8382393944079747
2025-09-25 17:00:00+00:00,0.8352655883392256
2025-09-25 18:00:00+00:00,0.8219525622712637
2025-09-25 19:00:00+00:00,0.8250654919075634
2025-09-25 20:00:00+00:00,0.8250933958499571
2025-09-25 21:00:00+00:00,0.8211618002880351
2025-09-25 22:00:00+00:00,0.823364333784619
2025-09-25 23:00:00+00:00,0.8229563430153214
2025-09-26 00:00:00+00:00,0.8211871074700356
2025-09-26 01:00:00+00:00,0.8233270982283952
2025-09-26 02:00:00+00:00,0.8251784612815316
2025-09-26 03:00:00+00:00,0.8256062111551411
2025-09-26 04:00:00+00:00,0.8252198130339842
2025-09-26 05:00:00+00:00,0.8230729195405447
2025-09-26 06:00:00+00:00,0.8230636451066241
2025-09-26 07:00:00+00:00,0.8233187969966379
2025-09-26 08:00:00+00:00,0.8217745291393541
2025-09-26 09:00:00+00:00,0.8251067049980898
2025-09-26 10:00:00+00:00,0.8250390136728932
2025-09-26 11:00:00+00:00,0.8200347170367344
2025-09-26 12:00:00+00:00,0.8220480677590891
2025-09-26 13:00:00+00:00,0.8231562581440806
2025-09-26 14:00:00+00:00,0.8255858599642119
2025-09-26 15:00:00+00:00,0.8198867622549866
2025-09-26 16:00:00+00:00,0.8208514438854105
2025-09-26 17:00:00+00:00,0.8232113952697446
2025-09-26 18:00:00+00:00,0.8275891859888065
2025-09-26 19:00:00+00:00,0.8263715133982918
2025-09-26 20:00:00+00:00,0.8217979205715921
2025-09-26 21:00:00+00:00,0.8228870069263471
2025-09-26 22:00:00+00:00,0.8240033410261737
2025-09-26 23:00:00+00:00,0.8255911015819982
2025-09-27 00:00:00+00:00,0.8253160604361935
2025-09-27 01:00:00+00:00,0.8244874842331567
2025-09-27 02:00:00+00:00,0.8236088378272244
2025-09-27 03:00:00+00:00,0.823858470236606
2025-09-27 04:00:00+00:00,0.8253848268607816
2025-09-27 05:00:00+00:00,0.8253729151690729
2025-09-27 06:00:00+00:00,0.8253499281434923
2025-09-27 07:00:00+00:00,0.8239834492195969
2025-09-27 08:00:00+00:00,0.8240855912912687
2025-09-27 09:00:00+00:00,0.822811479120834
2025-09-27 10:00:00+00:00,0.822601795297695
2025-09-27 11:00:00+00:00,0.8239061693700108
2025-09-27 12:00:00+00:00,0.8229555506889192
2025-09-27 13:00:00+00:00,0.8229014826115199
2025-09-27 14:00:00+00:00,0.8226812576250052
2025-09-27 15:00:00+00:00,0.8230705022737111
2025-09-27 16:00:00+00:00,0.8241924965748602
2025-09-27 17:00:00+00:00,0.8232044339431088
2025-09-27 18:00:00+00:00,0.8238520887063011
2025-09-27 19:00:00+00:00,0.8227824336683542
2025-09-27 20:00:00+00:00,0.8229939325479894
2025-09-27 21:00:00+00:00,0.8232689700673615
2025-09-27 22:00:00+00:00,0.824380406724156
2025-09-27 23:00:00+00:00,0.8243418349788169
2025-09-28 00:00:00+00:00,0.8253296272498565
2025-09-28 01:00:00+00:00,0.8262761876085531
2025-09-28 02:00:00+00:00,0.8242987993215785
2025-09-28 03:00:00+00:00,0.8243384526097712
2025-09-28 04:00:00+00:00,0.8246779513795933
2025-09-28 05:00:00+00:00,0.8242100040827119
2025-09-28 06:00:00+00:00,0.8233815195205061
2025-09-28 07:00:00+00:00,0.8240547077584855
2025-09-28 08:00:00+00:00,0.8242391732015001
2025-09-28 09:00:00+00:00,0.8252301648799544
2025-09-28 10:00:00+00:00,0.8247535433424372
2025-09-28 11:00:00+00:00,0.8225307660748863
2025-09-28 12:00:00+00:00,0.8234278284844175
2025-09-28 13:00:00+00:00,0.8227393469112145
2025-09-28 14:00:00+00:00,0.8250665564327403
2025-09-28 15:00:00+00:00,0.8267599607254642
2025-09-28 16:00:00+00:00,0.8273385124204184
2025-09-28 17:00:00+00:00,0.8293566118698062
2025-09-28 18:00:00+00:00,0.8293224702223563
2025-09-28 19:00:00+00:00,0.8296995455061538
2025-09-28 20:00:00+00:00,0.8306802373969076
2025-09-28 21:00:00+00:00,0.833664415744636
2025-09-28 22:00:00+00:00,0.8330969404300597
2025-09-28 23:00:00+00:00,0.8421392411797755
2025-09-29 00:00:00+00:00,0.8434325902334612
2025-09-29 01:00:00+00:00,0.8450754406198463
2025-09-29 02:00:00+00:00,0.8418925164722254
2025-09-29 03:00:00+00:00,0.8413661350954196
2025-09-29 04:00:00+00:00,0.8407283156345949
