datetime_utc,health_factor
2025-10-21 04:00:00+00:00,0.8349578425055737
2025-10-21 05:00:00+00:00,0.8219128694946488
2025-10-21 06:00:00+00:00,0.8224396295260039
2025-10-21 07:00:00+00:00,0.8255612248503913
2025-10-21 08:00:00+00:00,0.8266304544363923
2025-10-21 09:00:00+00:00,0.8229510456304736
2025-10-21 10:00:00+00:00,0.8226481505417196
2025-10-21 11:00:00+00:00,0.8287212247568184
2025-10-21 12:00:00+00:00,0.8285615663496908
2025-10-21 13:00:00+00:00,0.8315448966484363
2025-10-21 14:00:00+00:00,0.8253498362114846
2025-10-21 15:00:00+00:00,0.8463107640515573
2025-10-21 16:00:00+00:00,0.8658408397214065
2025-10-21 17:00:00+00:00,0.8656000764436604
2025-10-21 18:00:00+00:00,0.8573096864438373
2025-10-21 19:00:00+00:00,0.8543953390743022
2025-10-21 20:00:00+00:00,0.8543581900472544
2025-10-21 21:00:00+00:00,0.8455904412955154
2025-10-21 22:00:00+00:00,0.8440011540136183
2025-10-21 23:00:00+00:00,0.8313129095347707
2025-10-22 00:00:00+00:00,0.8264576320378549
2025-10-22 01:00:00+00:00,0.822358012795271
2025-10-22 02:00:00+00:00,0.824879802218369
2025-10-22 03:00:00+00:00,0.8250609956778885
2025-10-22 04:00:00+00:00,0.8235906995067258
2025-10-22 05:00:00+00:00,0.8276422150710079
2025-10-22 06:00:00+00:00,0.8241984257703409
2025-10-22 07:00:00+00:00,0.8234975079381788
2025-10-22 08:00:00+00:00,0.8244134577150423
2025-10-22 09:00:00+00:00,0.8237874705017192
2025-10-22 10:00:00+00:00,0.8222652706435039
2025-10-22 11:00:00+00:00,0.8203986717028048
2025-10-22 12:00:00+00:00,0.8183894159786973
2025-10-22 13:00:00+00:00,0.822728155172944
2025-10-22 14:00:00+00:00,0.8229680354119346
2025-10-22 15:00:00+00:00,0.8199742623546638
2025-10-22 16:00:00+00:00,0.8236648191946773
2025-10-22 17:00:00+00:00,0.8240146598950743
2025-10-22 18:00:00+00:00,0.8187386373760948
2025-10-22 19:00:00+00:00,0.8187388435949481
2025-10-22 20:00:00+00:00,0.8187722430897604
2025-10-22 21:00:00+00:00,0.8156663699955994
2025-10-22 22:00:00+00:00,0.8102739813613719
2025-10-22 23:00:00+00:00,0.8110275038125728
2025-10-23 00:00:00+00:00,0.8178954308924348
2025-10-23 01:00:00+00:00,0.8194060945943717
2025-10-23 02:00:00+00:00,0.8212094895245066
2025-10-23 03:00:00+00:00,0.8219011607565269
2025-10-23 04:00:00+00:00,0.8226460710684549
2025-10-23 05:00:00+00:00,0.8259186521952993
2025-10-23 06:00:00+00:00,0.826914870101382
2025-10-23 07:00:00+00:00,0.8358189066201647
2025-10-23 08:00:00+00:00,0.8320833230697067
2025-10-23 09:00:00+00:00,0.8339805340323304
2025-10-23 10:00:00+00:00,0.8322619372355758
2025-10-23 11:00:00+00:00,0.8321859040429679
2025-10-23 12:00:00+00:00,0.8297967675275526
2025-10-23 13:00:00+00:00,0.8276373466702238
2025-10-23 14:00:00+00:00,0.830040337341051
2025-10-23 15:00:00+00:00,0.8288381139270168
2025-10-23 16:00:00+00:00,0.8343148081115872
2025-10-23 17:00:00+00:00,0.837215467121032
2025-10-23 18:00:00+00:00,0.8430754569427388
2025-10-23 19:00:00+00:00,0.8372018566995721
2025-10-23 20:00:00+00:00,0.8348152307015199
2025-10-23 21:00:00+00:00,0.8316077713285969
2025-10-23 22:00:00+00:00,0.8283710952819869
2025-10-23 23:00:00+00:00,0.8322979145008902
2025-10-24 00:00:00+00:00,0.8326133534817965
2025-10-24 01:00:00+00:00,0.8372233024410407
2025-10-24 02:00:00+00:00,0.8378759677153703
2025-10-24 03:00:00+00:00,0.8384978127025824
2025-10-24 04:00:00+00:00,0.8382078619549509
2025-10-24 05:00:00+00:00,0.8478946694392938
2025-10-24 06:00:00+00:00,0.847820951558239
2025-10-24 07:00:00+00:00,0.8492771540413805
2025-10-24 08:00:00+00:00,0.8451217875490473
2025-10-24 09:00:00+00:00,0.8463244589868955
2025-10-24 10:00:00+00:00,0.8474135221736446
