datetime_utc,health_factor
2025-10-10 22:00:00+00:00,0.9584704111481499
2025-10-10 23:00:00+00:00,0.9538455282783507
2025-10-11 00:00:00+00:00,0.9565045078158536
2025-10-11 01:00:00+00:00,0.9547244943133099
2025-10-11 02:00:00+00:00,0.9346548751856575
2025-10-11 03:00:00+00:00,0.9584127558395924
2025-10-11 04:00:00+00:00,0.9466528288997972
2025-10-11 05:00:00+00:00,0.9526211580740908
2025-10-11 06:00:00+00:00,0.9483664744071242
2025-10-11 07:00:00+00:00,0.946686221928206
2025-10-11 08:00:00+00:00,0.9377345701983719
2025-10-11 09:00:00+00:00,0.9500156490083199
2025-10-11 10:00:00+00:00,0.953669991260571
2025-10-11 11:00:00+00:00,0.9563290978072112
2025-10-11 12:00:00+00:00,0.956314998117701
2025-10-11 13:00:00+00:00,0.9538419664036016
2025-10-11 14:00:00+00:00,0.9545784450687206
2025-10-11 15:00:00+00:00,0.9503798156230049
2025-10-11 16:00:00+00:00,0.9539243249543821
2025-10-11 17:00:00+00:00,0.9532589419031766
2025-10-11 18:00:00+00:00,0.9519469851794189
2025-10-11 19:00:00+00:00,0.9520980603700728
2025-10-11 20:00:00+00:00,0.9393262563174848
2025-10-11 21:00:00+00:00,0.927333798830354
2025-10-11 22:00:00+00:00,0.9350484120970408
2025-10-11 23:00:00+00:00,0.9372735613317774
2025-10-12 00:00:00+00:00,0.9376275453686868
2025-10-12 01:00:00+00:00,0.926991050714454
2025-10-12 02:00:00+00:00,0.9288997650166704
2025-10-12 03:00:00+00:00,0.9297531690665474
2025-10-12 04:00:00+00:00,0.9407054808698072
2025-10-12 05:00:00+00:00,0.9467933532063879
2025-10-12 06:00:00+00:00,0.9488007426292735
2025-10-12 07:00:00+00:00,0.9519270961599795
2025-10-12 08:00:00+00:00,0.9517094373327483
2025-10-12 09:00:00+00:00,0.9501469690736715
2025-10-12 10:00:00+00:00,0.9521728647403837
2025-10-12 11:00:00+00:00,0.9492971716507367
2025-10-12 12:00:00+00:00,0.9494214869036995
2025-10-12 13:00:00+00:00,0.9520867578699509
2025-10-12 14:00:00+00:00,0.9464658894714147
2025-10-12 15:00:00+00:00,0.9760141913892009
2025-10-12 16:00:00+00:00,0.9915314207924011
