datetime_utc,health_factor
2025-10-20 04:00:00+00:00,0.9704708502229837
2025-10-20 05:00:00+00:00,0.975623721261466
2025-10-20 06:00:00+00:00,0.9814727019979939
2025-10-20 07:00:00+00:00,0.9831705749326503
2025-10-20 08:00:00+00:00,0.9785925912886467
2025-10-20 09:00:00+00:00,0.975410347961326
2025-10-20 10:00:00+00:00,0.97504124440997
2025-10-20 11:00:00+00:00,0.9712690542399282
2025-10-20 12:00:00+00:00,0.9736540385947592
2025-10-20 13:00:00+00:00,0.9724926278439053
2025-10-20 14:00:00+00:00,0.9726227570029271
2025-10-20 15:00:00+00:00,0.9745241649802735
2025-10-20 16:00:00+00:00,0.9669327527090178
