datetime_utc,price_usd
2025-08-01T14:03:30.473000+00:00,4328.210574553063
2025-08-01T15:08:08.946000+00:00,4390.160591220845
2025-08-01T16:03:47.279000+00:00,4359.215643892948
2025-08-01T17:09:26.951000+00:00,4316.199672091657
2025-08-01T18:04:12.376000+00:00,4316.692277094777
2025-08-01T19:09:21.663000+00:00,4287.762947951529
2025-08-01T20:09:31.348000+00:00,4254.946199949092
2025-08-01T21:08:45.365000+00:00,4241.130607192813
2025-08-01T22:04:24.428000+00:00,4274.7382947064725
2025-08-01T23:01:57.937000+00:00,4176.486838808596
2025-08-02T00:08:25.375000+00:00,4210.461112984624
2025-08-02T01:08:56.577000+00:00,4244.731838091255
2025-08-02T02:01:30.895000+00:00,4238.450157977142
2025-08-02T03:03:57.581000+00:00,4251.063823948493
2025-08-02T04:03:41.400000+00:00,4257.805261980215
2025-08-02T05:03:04.947000+00:00,4261.590014152711
2025-08-02T06:08:50.326000+00:00,4249.689507654908
2025-08-02T07:02:07.520000+00:00,4194.543114577391
2025-08-02T08:08:47.827000+00:00,4249.95774483737
2025-08-02T09:07:55.625000+00:00,4221.126577108907
2025-08-02T10:03:47.581000+00:00,4211.958059768144
2025-08-02T11:03:49.682000+00:00,4207.081460926957
2025-08-02T12:09:16.288000+00:00,4202.975699936383
2025-08-02T13:08:39.067000+00:00,4232.483080634652
2025-08-02T14:08:40.014000+00:00,4230.717569335419
2025-08-02T15:01:59.760000+00:00,4191.761576308861
2025-08-02T16:04:58.601000+00:00,4172.2825282002495
2025-08-02T17:04:43.224000+00:00,4173.009821663443
2025-08-02T18:08:50.929000+00:00,4127.299575428851
2025-08-02T19:04:21.375000+00:00,4077.8762315503727
2025-08-02T20:03:05.004000+00:00,4095.1595888977267
2025-08-02T21:07:56.286000+00:00,4127.13825482522
2025-08-02T22:04:12.815000+00:00,4139.6057220211615
2025-08-02T23:09:37.364000+00:00,4117.03322279269
2025-08-03T00:08:47.029000+00:00,4116.3687203498785
2025-08-03T01:08:04.174000+00:00,4106.1176553949535
2025-08-03T02:08:08.194000+00:00,4119.376876892956
2025-08-03T03:07:46.906000+00:00,4151.2361158402655
2025-08-03T04:04:02.339000+00:00,4161.7669239962925
2025-08-03T05:03:57.748000+00:00,4157.503959940037
