datetime_utc,price_usd
2025-08-01T14:09:59.770000+00:00,0.9987892972883547
2025-08-01T15:09:55.754000+00:00,0.9985903299753148
2025-08-01T16:10:33.517000+00:00,0.9985916251463822
2025-08-01T17:10:49.055000+00:00,0.9985569121347877
2025-08-01T18:12:23.002000+00:00,0.9986336189257822
2025-08-01T19:12:29.708000+00:00,0.9987259758829523
2025-08-01T20:12:30.698000+00:00,0.998650551321879
2025-08-01T21:11:19.966000+00:00,0.998845636520506
2025-08-01T22:10:20.144000+00:00,0.9988402989909144
2025-08-01T23:10:31.383000+00:00,0.9985717814051918
2025-08-02T00:12:34.398000+00:00,0.9986142519595694
2025-08-02T01:10:57.488000+00:00,0.9986966611077734
2025-08-02T02:11:16.097000+00:00,0.9986464681208524
2025-08-02T03:09:58.812000+00:00,0.9986480992519496
2025-08-02T04:10:47.921000+00:00,0.9988925801477585
2025-08-02T05:09:59.334000+00:00,0.998837943589796
2025-08-02T06:11:04.532000+00:00,0.9988693384227794
2025-08-02T07:10:26.009000+00:00,0.9988797072178743
2025-08-02T08:10:17.268000+00:00,0.9987317137403269
2025-08-02T09:11:17.254000+00:00,0.99872998286997
2025-08-02T10:12:06.747000+00:00,0.9987740624581304
2025-08-02T11:10:51.975000+00:00,0.9988483673149109
2025-08-02T12:10:16.857000+00:00,0.9986564580098963
2025-08-02T13:11:25.213000+00:00,0.9987088237726415
2025-08-02T14:12:27.414000+00:00,0.9986707424410205
2025-08-02T15:13:27.953000+00:00,0.9986470680762141
2025-08-02T16:12:04.107000+00:00,0.9985815271615296
2025-08-02T17:13:46.539000+00:00,0.9985667430117365
2025-08-02T18:10:52.508000+00:00,0.9987515698872849
2025-08-02T19:12:18.414000+00:00,0.9988168906931134
2025-08-02T20:12:21.114000+00:00,0.9989342938342878
2025-08-02T21:11:24.204000+00:00,0.9988193117780831
2025-08-02T22:12:46.838000+00:00,0.9987253234977154
2025-08-02T23:12:10.964000+00:00,0.9986655083492995
2025-08-03T00:12:03.591000+00:00,0.9988807918355681
2025-08-03T01:10:57.640000+00:00,0.9989768604167145
2025-08-03T02:10:29.357000+00:00,0.9988445334984716
2025-08-03T03:12:36.078000+00:00,0.9989174476435444
2025-08-03T04:09:54.446000+00:00,0.9988301986102033
2025-08-03T05:10:35.563000+00:00,0.9989882797153653
2025-08-03T06:10:39.534000+00:00,0.9991480436844624
2025-08-03T07:11:07.623000+00:00,0.998909729034442
2025-08-03T08:10:01.089000+00:00,0.9989378860560629
2025-08-03T09:11:28+00:00,0.9989828453643981
2025-08-03T10:10:51.699000+00:00,0.9988770320316359
2025-08-03T11:13:43.055000+00:00,0.9989251840243775
2025-08-03T12:12:03.778000+00:00,0.9990889341804627
2025-08-03T13:09:57.253000+00:00,0.999150675435045
